SYMBOL	ENSEMBL	ENTREZID	GENENAME
CLNK	ENSG00000109684	116449	cytokine dependent hematopoietic cell linker
IQCA1	ENSG00000132321	79781	IQ motif containing with AAA domain 1
TGFB3	ENSG00000119699	7043	transforming growth factor beta 3
VWC2	ENSG00000188730	375567	von Willebrand factor C domain containing 2
RPS7	ENSG00000171863	6201	ribosomal protein S7
DNAJC16	ENSG00000116138	23341	DnaJ heat shock protein family (Hsp40) member C16
SOCS7	ENSG00000274211	30837	suppressor of cytokine signaling 7
SOCS7	ENSG00000274229	30837	suppressor of cytokine signaling 7
KRT86	ENSG00000170442	3892	keratin 86
TRAF1	ENSG00000056558	7185	TNF receptor associated factor 1
CH17-360D5.1	NA	NA	NA
THEG	ENSG00000105549	51298	theg spermatid protein
REXO4	ENSG00000148300	57109	REX4 homolog, 3'-5' exonuclease
REXO4	ENSG00000280706	57109	REX4 homolog, 3'-5' exonuclease
DNAJA3	ENSG00000103423	9093	DnaJ heat shock protein family (Hsp40) member A3
DNAJA3	ENSG00000276726	9093	DnaJ heat shock protein family (Hsp40) member A3
NME1-NME2	ENSG00000011052	654364	NME1-NME2 readthrough
MYH2	ENSG00000125414	4620	myosin heavy chain 2
HSPBAP1	ENSG00000169087	79663	HSPB1 associated protein 1
HPGDS	ENSG00000163106	27306	hematopoietic prostaglandin D synthase
PAX3	ENSG00000135903	5077	paired box 3
RPA1	ENSG00000132383	6117	replication protein A1
TYW1	ENSG00000198874	55253	tRNA-yW synthesizing protein 1 homolog
IFI27L1	ENSG00000165948	122509	interferon alpha inducible protein 27 like 1
IFI27L1	ENSG00000276880	122509	interferon alpha inducible protein 27 like 1
VCY	ENSG00000129864	9084	variable charge Y-linked
LRRC39	ENSG00000122477	127495	leucine rich repeat containing 39
FCN3	ENSG00000142748	8547	ficolin 3
LRRC38	ENSG00000162494	126755	leucine rich repeat containing 38
PDE3A	ENSG00000172572	5139	phosphodiesterase 3A
KCNJ13	ENSG00000115474	3769	potassium voltage-gated channel subfamily J member 13
TIGD7	ENSG00000140993	91151	tigger transposable element derived 7
RPEL1	ENSG00000235376	729020	ribulose-5-phosphate-3-epimerase like 1
GLT8D2	ENSG00000120820	83468	glycosyltransferase 8 domain containing 2
CLK3	ENSG00000179335	1198	CDC like kinase 3
TACC3	ENSG00000013810	10460	transforming acidic coiled-coil containing protein 3
GPAA1	ENSG00000197858	8733	glycosylphosphatidylinositol anchor attachment 1
CTRB1	ENSG00000168925	1504	chymotrypsinogen B1
CTRB1	ENSG00000285346	1504	chymotrypsinogen B1
C16orf95	ENSG00000260456	100506581	chromosome 16 open reading frame 95
NAP1L5	ENSG00000177432	266812	nucleosome assembly protein 1 like 5
TSHZ3	ENSG00000121297	57616	teashirt zinc finger homeobox 3
ZNF18	ENSG00000154957	7566	zinc finger protein 18
ASPM	ENSG00000066279	259266	abnormal spindle microtubule assembly
NPFF	ENSG00000139574	8620	neuropeptide FF-amide peptide precursor
TMIGD2	ENSG00000167664	126259	transmembrane and immunoglobulin domain containing 2
PPOX	ENSG00000143224	5498	protoporphyrinogen oxidase
SLC25A30	ENSG00000174032	253512	solute carrier family 25 member 30
TBC1D15	ENSG00000121749	64786	TBC1 domain family member 15
TMEM63A	ENSG00000196187	9725	transmembrane protein 63A
LSM1	ENSG00000175324	27257	LSM1 homolog, mRNA degradation associated
NPNT	ENSG00000168743	255743	nephronectin
DCHS2	ENSG00000197410	54798	dachsous cadherin-related 2
DCHS2	ENSG00000284227	54798	dachsous cadherin-related 2
TMEM87B	ENSG00000153214	84910	transmembrane protein 87B
MYH13	ENSG00000006788	8735	myosin heavy chain 13
RFX7	ENSG00000181827	64864	regulatory factor X7
SEL1L3	ENSG00000091490	23231	SEL1L family member 3
IMPAD1	ENSG00000104331	54928	inositol monophosphatase domain containing 1
SCARB1	ENSG00000073060	949	scavenger receptor class B member 1
HDDC2	ENSG00000111906	51020	HD domain containing 2
GLB1L2	ENSG00000149328	89944	galactosidase beta 1 like 2
SLC25A44	ENSG00000160785	9673	solute carrier family 25 member 44
CKAP2L	ENSG00000169607	150468	cytoskeleton associated protein 2 like
C10orf71	ENSG00000177354	118461	chromosome 10 open reading frame 71
GALP	ENSG00000197487	85569	galanin like peptide
XRCC6BP1	NA	NA	NA
C5orf30	ENSG00000181751	90355	chromosome 5 open reading frame 30
HIST1H3E	ENSG00000274750	8353	histone cluster 1 H3 family member e
LGALS9C	ENSG00000171916	654346	galectin 9C
LGALS9C	ENSG00000284021	654346	galectin 9C
PXK	ENSG00000168297	54899	PX domain containing serine/threonine kinase like
ZC3HAV1	ENSG00000105939	56829	zinc finger CCCH-type containing, antiviral 1
SV2A	ENSG00000159164	9900	synaptic vesicle glycoprotein 2A
TGFBI	ENSG00000120708	7045	transforming growth factor beta induced
TPBG	ENSG00000146242	7162	trophoblast glycoprotein
TPBG	ENSG00000283085	7162	trophoblast glycoprotein
OLFM2	ENSG00000105088	93145	olfactomedin 2
BACH2	ENSG00000112182	60468	BTB domain and CNC homolog 2
FAM19A3	ENSG00000184599	284467	family with sequence similarity 19 member A3, C-C motif chemokine like
ANKUB1	ENSG00000206199	389161	ankyrin repeat and ubiquitin domain containing 1
PKN3	ENSG00000160447	29941	protein kinase N3
ZNF234	ENSG00000263002	10780	zinc finger protein 234
PYROXD2	ENSG00000119943	84795	pyridine nucleotide-disulphide oxidoreductase domain 2
UBQLN2	ENSG00000188021	29978	ubiquilin 2
SUSD2	ENSG00000099994	56241	sushi domain containing 2
WHAMM	ENSG00000156232	123720	WAS protein homolog associated with actin, golgi membranes and microtubules
IL12RB2	ENSG00000081985	3595	interleukin 12 receptor subunit beta 2
ZNF208	ENSG00000160321	7757	zinc finger protein 208
LGI4	ENSG00000153902	163175	leucine rich repeat LGI family member 4
PUM2	ENSG00000055917	23369	pumilio RNA binding family member 2
CD84	ENSG00000066294	8832	CD84 molecule
ACOT8	ENSG00000101473	10005	acyl-CoA thioesterase 8
RETN	ENSG00000104918	56729	resistin
NEU3	ENSG00000162139	10825	neuraminidase 3
CWC22	ENSG00000163510	57703	CWC22 spliceosome associated protein homolog
KAT8	ENSG00000103510	84148	lysine acetyltransferase 8
ITPRIPL1	ENSG00000198885	150771	ITPRIP like 1
CXCR5	ENSG00000160683	643	C-X-C motif chemokine receptor 5
SLC25A39	ENSG00000013306	51629	solute carrier family 25 member 39
OR6Q1	ENSG00000279051	219952	olfactory receptor family 6 subfamily Q member 1 (gene/pseudogene)
PRRC2A	ENSG00000204469	7916	proline rich coiled-coil 2A
PRRC2A	ENSG00000225164	7916	proline rich coiled-coil 2A
PRRC2A	ENSG00000231825	7916	proline rich coiled-coil 2A
PRRC2A	ENSG00000226618	7916	proline rich coiled-coil 2A
PRRC2A	ENSG00000231370	7916	proline rich coiled-coil 2A
PRRC2A	ENSG00000225748	7916	proline rich coiled-coil 2A
PRRC2A	ENSG00000206427	7916	proline rich coiled-coil 2A
ZKSCAN4	ENSG00000187626	387032	zinc finger with KRAB and SCAN domains 4
PIAS4	ENSG00000105229	51588	protein inhibitor of activated STAT 4
TRAPPC6A	ENSG00000007255	79090	trafficking protein particle complex 6A
SLC26A6	ENSG00000225697	65010	solute carrier family 26 member 6
LACTB	ENSG00000103642	114294	lactamase beta
GNB4	ENSG00000114450	59345	G protein subunit beta 4
TNF	ENSG00000232810	7124	tumor necrosis factor
TNF	ENSG00000230108	7124	tumor necrosis factor
TNF	ENSG00000228978	7124	tumor necrosis factor
TNF	ENSG00000206439	7124	tumor necrosis factor
TNF	ENSG00000228849	7124	tumor necrosis factor
TNF	ENSG00000228321	7124	tumor necrosis factor
TNF	ENSG00000223952	7124	tumor necrosis factor
TNF	ENSG00000204490	7124	tumor necrosis factor
TPRG1	ENSG00000188001	285386	tumor protein p63 regulated 1
GCFC2	ENSG00000005436	6936	GC-rich sequence DNA-binding factor 2
ZFHX3	ENSG00000140836	463	zinc finger homeobox 3
ATP6V1G1	ENSG00000136888	9550	ATPase H+ transporting V1 subunit G1
LEO1	ENSG00000166477	123169	LEO1 homolog, Paf1/RNA polymerase II complex component
WDR88	ENSG00000166359	126248	WD repeat domain 88
MATN1	ENSG00000162510	4146	matrilin 1
NDUFA1	ENSG00000125356	4694	NADH:ubiquinone oxidoreductase subunit A1
KRTAP16-1	ENSG00000212657	100505753	keratin associated protein 16-1
KRTAP16-1	ENSG00000263186	100505753	keratin associated protein 16-1
RAB4B	ENSG00000167578	53916	RAB4B, member RAS oncogene family
NBPF14	ENSG00000270629	25832	NBPF member 14
PARK7	ENSG00000116288	11315	Parkinsonism associated deglycase
KRTAP5-3	ENSG00000196224	387266	keratin associated protein 5-3
KRTAP5-3	ENSG00000281191	387266	keratin associated protein 5-3
KRTAP5-3	ENSG00000275920	387266	keratin associated protein 5-3
MAFK	ENSG00000198517	7975	MAF bZIP transcription factor K
PJA2	ENSG00000198961	9867	praja ring finger ubiquitin ligase 2
CCL21	ENSG00000137077	6366	C-C motif chemokine ligand 21
TLE2	ENSG00000065717	7089	transducin like enhancer of split 2
WDR17	ENSG00000150627	116966	WD repeat domain 17
API5	ENSG00000166181	8539	apoptosis inhibitor 5
SLITRK6	ENSG00000184564	84189	SLIT and NTRK like family member 6
GID4	ENSG00000141034	79018	GID complex subunit 4 homolog
FAM189B	ENSG00000160767	10712	family with sequence similarity 189 member B
FAM189B	ENSG00000262666	10712	family with sequence similarity 189 member B
POLQ	ENSG00000051341	10721	DNA polymerase theta
PSTPIP1	ENSG00000140368	9051	proline-serine-threonine phosphatase interacting protein 1
GJA10	ENSG00000135355	84694	gap junction protein alpha 10
ZNF653	ENSG00000161914	115950	zinc finger protein 653
KLF14	ENSG00000266265	136259	Kruppel like factor 14
LRRC8B	ENSG00000197147	23507	leucine rich repeat containing 8 VRAC subunit B
GABRR3	ENSG00000183185	200959	gamma-aminobutyric acid type A receptor rho3 subunit (gene/pseudogene)
HDHD1	NA	NA	NA
ZNF486	ENSG00000256229	90649	zinc finger protein 486
CST8	ENSG00000125815	10047	cystatin 8
SYCE3	ENSG00000217442	644186	synaptonemal complex central element protein 3
RFTN1	ENSG00000131378	23180	raftlin, lipid raft linker 1
PRICKLE2	ENSG00000163637	166336	prickle planar cell polarity protein 2
USP12	ENSG00000152484	219333	ubiquitin specific peptidase 12
TMEM50A	ENSG00000183726	23585	transmembrane protein 50A
LRRIQ4	ENSG00000188306	344657	leucine rich repeats and IQ motif containing 4
COBLL1	ENSG00000082438	22837	cordon-bleu WH2 repeat protein like 1
LIX1L	ENSG00000271601	128077	limb and CNS expressed 1 like
KIF3C	ENSG00000084731	3797	kinesin family member 3C
ERMAP	ENSG00000164010	114625	erythroblast membrane associated protein (Scianna blood group)
GPR12	ENSG00000132975	2835	G protein-coupled receptor 12
CLPX	ENSG00000166855	10845	caseinolytic mitochondrial matrix peptidase chaperone subunit
DEFB103A	ENSG00000176797	414325	defensin beta 103A
DEFB103A	ENSG00000177243	414325	defensin beta 103A
DEFB103A	ENSG00000273641	414325	defensin beta 103A
DEFB103A	ENSG00000285376	414325	defensin beta 103A
DEFB103A	ENSG00000284978	414325	defensin beta 103A
RAD50	ENSG00000113522	10111	RAD50 double strand break repair protein
OR2L8	ENSG00000279263	391190	olfactory receptor family 2 subfamily L member 8 (gene/pseudogene)
SPSB1	ENSG00000171621	80176	splA/ryanodine receptor domain and SOCS box containing 1
MYL2	ENSG00000111245	4633	myosin light chain 2
ASNS	ENSG00000070669	440	asparagine synthetase (glutamine-hydrolyzing)
C1QBP	ENSG00000108561	708	complement C1q binding protein
ZNF8	ENSG00000278129	7554	zinc finger protein 8
PTTG2	ENSG00000250254	10744	pituitary tumor-transforming 2
CERS5	ENSG00000139624	91012	ceramide synthase 5
ABCB8	ENSG00000197150	11194	ATP binding cassette subfamily B member 8
AGK	ENSG00000006530	55750	acylglycerol kinase
AGK	ENSG00000262327	55750	acylglycerol kinase
STK16	ENSG00000115661	8576	serine/threonine kinase 16
TAF7	ENSG00000178913	6879	TATA-box binding protein associated factor 7
TOR1B	ENSG00000136816	27348	torsin family 1 member B
C9orf84	ENSG00000165181	158401	chromosome 9 open reading frame 84
GCGR	ENSG00000215644	2642	glucagon receptor
IPO8	ENSG00000133704	10526	importin 8
KLHL25	ENSG00000183655	64410	kelch like family member 25
RPP25L	ENSG00000164967	138716	ribonuclease P/MRP subunit p25 like
TBXA2R	ENSG00000006638	6915	thromboxane A2 receptor
C6orf58	ENSG00000184530	352999	chromosome 6 open reading frame 58
EAPP	ENSG00000129518	55837	E2F associated phosphoprotein
LILRB2	ENSG00000131042	10288	leukocyte immunoglobulin like receptor B2
LILRB2	ENSG00000275463	10288	leukocyte immunoglobulin like receptor B2
LILRB2	ENSG00000276146	10288	leukocyte immunoglobulin like receptor B2
LILRB2	ENSG00000277751	10288	leukocyte immunoglobulin like receptor B2
LILRB2	ENSG00000274513	10288	leukocyte immunoglobulin like receptor B2
IKZF4	ENSG00000123411	64375	IKAROS family zinc finger 4
GLMN	ENSG00000174842	11146	glomulin, FKBP associated protein
ADPRHL2	ENSG00000116863	54936	ADP-ribosylhydrolase like 2
ZNF280B	ENSG00000275004	140883	zinc finger protein 280B
ZNF280B	ENSG00000277421	140883	zinc finger protein 280B
CDK14	ENSG00000058091	5218	cyclin dependent kinase 14
HNF1B	ENSG00000275410	6928	HNF1 homeobox B
HNF1B	ENSG00000276194	6928	HNF1 homeobox B
CXCR2	ENSG00000180871	3579	C-X-C motif chemokine receptor 2
SUDS3	ENSG00000111707	64426	SDS3 homolog, SIN3A corepressor complex component
GYPB	ENSG00000250361	2994	glycophorin B (MNS blood group)
ACVR1	ENSG00000115170	90	activin A receptor type 1
ZNF784	ENSG00000179922	147808	zinc finger protein 784
HIRIP3	ENSG00000149929	8479	HIRA interacting protein 3
SPDYE1	ENSG00000136206	285955	speedy/RINGO cell cycle regulator family member E1
PHPT1	ENSG00000054148	29085	phosphohistidine phosphatase 1
SEMA4A	ENSG00000196189	64218	semaphorin 4A
LBP	ENSG00000129988	3929	lipopolysaccharide binding protein
SLC25A48	ENSG00000145832	153328	solute carrier family 25 member 48
NOV	ENSG00000136999	4856	nephroblastoma overexpressed
FAM83B	ENSG00000168143	222584	family with sequence similarity 83 member B
NOXO1	ENSG00000196408	124056	NADPH oxidase organizer 1
GTPBP8	ENSG00000163607	29083	GTP binding protein 8 (putative)
ALG8	ENSG00000159063	79053	ALG8, alpha-1,3-glucosyltransferase
UNC50	ENSG00000115446	25972	unc-50 inner nuclear membrane RNA binding protein
SPDYE5	ENSG00000170092	442590	speedy/RINGO cell cycle regulator family member E5
CA10	ENSG00000154975	56934	carbonic anhydrase 10
DPRX	ENSG00000204595	503834	divergent-paired related homeobox
OR13C5	ENSG00000277556	138799	olfactory receptor family 13 subfamily C member 5
ZFAND2B	ENSG00000158552	130617	zinc finger AN1-type containing 2B
TRAPPC6B	ENSG00000182400	122553	trafficking protein particle complex 6B
EMB	ENSG00000170571	133418	embigin
KDM4E	ENSG00000235268	390245	lysine demethylase 4E
CDX1	ENSG00000113722	1044	caudal type homeobox 1
STRN	ENSG00000115808	6801	striatin
MROH2A	ENSG00000185038	339766	maestro heat like repeat family member 2A
OGFOD3	ENSG00000181396	79701	2-oxoglutarate and iron dependent oxygenase domain containing 3
GNPNAT1	ENSG00000100522	64841	glucosamine-phosphate N-acetyltransferase 1
ARIH2	ENSG00000177479	10425	ariadne RBR E3 ubiquitin protein ligase 2
ZNF438	ENSG00000183621	220929	zinc finger protein 438
WNT10A	ENSG00000135925	80326	Wnt family member 10A
NIPAL3	ENSG00000001461	57185	NIPA like domain containing 3
KRT36	ENSG00000126337	8689	keratin 36
HRH1	ENSG00000196639	3269	histamine receptor H1
LOC401052	NA	NA	NA
DMGDH	ENSG00000132837	29958	dimethylglycine dehydrogenase
POPDC3	ENSG00000132429	64208	popeye domain containing 3
ASB7	ENSG00000183475	140460	ankyrin repeat and SOCS box containing 7
STT3B	ENSG00000163527	201595	STT3B, catalytic subunit of the oligosaccharyltransferase complex
WASF1	ENSG00000112290	8936	WAS protein family member 1
C12orf80	ENSG00000257137	283403	chromosome 12 open reading frame 80
SAR1B	ENSG00000152700	51128	secretion associated Ras related GTPase 1B
CRNN	ENSG00000143536	49860	cornulin
ZEB1	ENSG00000148516	6935	zinc finger E-box binding homeobox 1
PAWR	ENSG00000177425	5074	pro-apoptotic WT1 regulator
TNFRSF6B	ENSG00000243509	8771	TNF receptor superfamily member 6b
DCLRE1C	ENSG00000152457	64421	DNA cross-link repair 1C
RBBP8NL	ENSG00000130701	140893	RBBP8 N-terminal like
HSPA12B	ENSG00000132622	116835	heat shock protein family A (Hsp70) member 12B
ZFYVE19	ENSG00000166140	84936	zinc finger FYVE-type containing 19
LCN9	ENSG00000148386	392399	lipocalin 9
AP5M1	ENSG00000053770	55745	adaptor related protein complex 5 subunit mu 1
MANF	ENSG00000145050	7873	mesencephalic astrocyte derived neurotrophic factor
CH25H	ENSG00000138135	9023	cholesterol 25-hydroxylase
IPMK	ENSG00000151151	253430	inositol polyphosphate multikinase
GTSF1L	ENSG00000124196	149699	gametocyte specific factor 1 like
NRBF2	ENSG00000148572	29982	nuclear receptor binding factor 2
CDHR3	ENSG00000128536	222256	cadherin related family member 3
TICAM1	ENSG00000127666	148022	toll like receptor adaptor molecule 1
BUB1B	ENSG00000156970	701	BUB1 mitotic checkpoint serine/threonine kinase B
ELMOD2	ENSG00000179387	255520	ELMO domain containing 2
KCNH7	ENSG00000184611	90134	potassium voltage-gated channel subfamily H member 7
CREB3L2	ENSG00000182158	64764	cAMP responsive element binding protein 3 like 2
KRTAP21-1	ENSG00000187005	337977	keratin associated protein 21-1
SLC25A23	ENSG00000125648	79085	solute carrier family 25 member 23
SPTAN1	ENSG00000197694	6709	spectrin alpha, non-erythrocytic 1
MECOM	ENSG00000085276	2122	MDS1 and EVI1 complex locus
ADH6	ENSG00000172955	130	alcohol dehydrogenase 6 (class V)
CHST7	ENSG00000147119	56548	carbohydrate sulfotransferase 7
NR1H2	ENSG00000131408	7376	nuclear receptor subfamily 1 group H member 2
FAIM3	NA	NA	NA
YTHDC1	ENSG00000083896	91746	YTH domain containing 1
YTHDC1	ENSG00000275272	91746	YTH domain containing 1
TSPAN32	ENSG00000064201	10077	tetraspanin 32
CNIH1	ENSG00000100528	10175	cornichon family AMPA receptor auxiliary protein 1
WDR46	ENSG00000227057	9277	WD repeat domain 46
WDR46	ENSG00000236222	9277	WD repeat domain 46
WDR46	ENSG00000226916	9277	WD repeat domain 46
WDR46	ENSG00000206284	9277	WD repeat domain 46
WDR46	ENSG00000204221	9277	WD repeat domain 46
HEATR4	ENSG00000187105	399671	HEAT repeat containing 4
OSBPL9	ENSG00000117859	114883	oxysterol binding protein like 9
LST1	ENSG00000204482	7940	leukocyte specific transcript 1
LST1	ENSG00000226182	7940	leukocyte specific transcript 1
LST1	ENSG00000230791	7940	leukocyte specific transcript 1
LST1	ENSG00000235915	7940	leukocyte specific transcript 1
LST1	ENSG00000223465	7940	leukocyte specific transcript 1
LST1	ENSG00000231048	7940	leukocyte specific transcript 1
LST1	ENSG00000234514	7940	leukocyte specific transcript 1
LST1	ENSG00000206433	7940	leukocyte specific transcript 1
ZNF362	ENSG00000160094	149076	zinc finger protein 362
KRT14	ENSG00000186847	3861	keratin 14
DLGAP2	ENSG00000198010	9228	DLG associated protein 2
DLGAP2	ENSG00000274161	9228	DLG associated protein 2
DLGAP2	ENSG00000282318	9228	DLG associated protein 2
DLGAP2	ENSG00000282103	9228	DLG associated protein 2
DLGAP2	ENSG00000282152	9228	DLG associated protein 2
UBE2D3	ENSG00000109332	7323	ubiquitin conjugating enzyme E2 D3
LYZL4	ENSG00000157093	131375	lysozyme like 4
APOL4	ENSG00000100336	80832	apolipoprotein L4
CACNB3	ENSG00000167535	784	calcium voltage-gated channel auxiliary subunit beta 3
